date,GLBD_adj_close,GLBD_cashflow,GLBD_cml_units,GLBD_cml_cost,GLBD_gain_loss,GLBD_avg_price,GLBD_mktvalue,MMNT_adj_close,MMNT_cashflow,MMNT_cml_units,MMNT_cml_cost,MMNT_gain_loss,MMNT_avg_price,MMNT_mktvalue,LOMA_adj_close,LOMA_cashflow,LOMA_cml_units,LOMA_cml_cost,LOMA_gain_loss,LOMA_avg_price,LOMA_mktvalue,MLFB_adj_close,MLFB_cashflow,MLFB_cml_units,MLFB_cml_cost,MLFB_gain_loss,MLFB_avg_price,MLFB_mktvalue,IMOS_adj_close,IMOS_cashflow,IMOS_cml_units,IMOS_cml_cost,IMOS_gain_loss,IMOS_avg_price,IMOS_mktvalue,GURE_adj_close,GURE_cashflow,GURE_cml_units,GURE_cml_cost,GURE_gain_loss,GURE_avg_price,GURE_mktvalue,AIHS_adj_close,AIHS_cashflow,AIHS_cml_units,AIHS_cml_cost,AIHS_gain_loss,AIHS_avg_price,AIHS_mktvalue,HOTH_adj_close,HOTH_cashflow,HOTH_cml_units,HOTH_cml_cost,HOTH_gain_loss,HOTH_avg_price,HOTH_mktvalue,VERB_adj_close,VERB_cashflow,VERB_cml_units,VERB_cml_cost,VERB_gain_loss,VERB_avg_price,VERB_mktvalue,UAVS_adj_close,UAVS_cashflow,UAVS_cml_units,UAVS_cml_cost,UAVS_gain_loss,UAVS_avg_price,UAVS_mktvalue,ABQQ_adj_close,ABQQ_cashflow,ABQQ_cml_units,ABQQ_cml_cost,ABQQ_gain_loss,ABQQ_avg_price,ABQQ_mktvalue,AREB_adj_close,AREB_cashflow,AREB_cml_units,AREB_cml_cost,AREB_gain_loss,AREB_avg_price,AREB_mktvalue,BOXS_adj_close,BOXS_cashflow,BOXS_cml_units,BOXS_cml_cost,BOXS_gain_loss,BOXS_avg_price,BOXS_mktvalue,CHUC_adj_close,CHUC_cashflow,CHUC_cml_units,CHUC_cml_cost,CHUC_gain_loss,CHUC_avg_price,CHUC_mktvalue,PGTK_adj_close,PGTK_cashflow,PGTK_cml_units,PGTK_cml_cost,PGTK_gain_loss,PGTK_avg_price,PGTK_mktvalue
2020-10-09,0.23,-1135.85,3225.807,5000.0,-1134.315,1.55,741.936,0.168,-0.4,15936.224,6374.49,-1374.89,0.4,2677.286,4.38,-2437.76,733.49,4606.32,228.48,6.28,3212.688,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3682.206,18.787,164.2,303.943,5197.42,528.5,17.1,5710.16,5.37,-1830.6,2367.673,6155.95,-3108.45,2.6,12714.405,0.61,-4149.92,8723.272,5757.36,-5589.92,0.66,5321.196,1.86,-645.1,1275.117,6003.25,-492.1,4.708,2371.717,1.1,-3547.3,1369.829,1999.95,-308.45,1.46,1506.812,2.22,-2222.3,14197.133,4259.14,-1388.85,0.3,31517.636,0.02,12776.0,2777.5,22220.0,13332.0,8.0,54.161,0.09,-1437.785,41444.053,11811.555,-1249.9,0.285,3729.965,0.013,-1923.08,2355766.701,18846.135,-769.23,0.008,30624.968,0.004,-1400.0,21111110.795,37999.999,-20400.0,0.002,80222.222,1.1,1702.4,2194.983,6475.2,113.6,2.95,2414.481
2020-10-12,0.23,-1135.85,3225.807,5000.0,-1134.315,1.55,741.936,0.2,-0.4,15936.224,6374.49,-1374.89,0.4,3187.245,4.35,-2437.76,733.49,4606.32,228.48,6.28,3190.683,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3751.682,19.124,164.2,303.943,5197.42,528.5,17.1,5812.597,5.37,-1830.6,2367.673,6155.95,-3108.45,2.6,12714.405,0.633,-4149.92,8723.272,5757.36,-5589.92,0.66,5521.831,1.86,-645.1,1275.117,6003.25,-492.1,4.708,2371.717,1.16,-3547.3,1369.829,1999.95,-308.45,1.46,1589.001,2.21,-2222.3,14197.133,4259.14,-1388.85,0.3,31375.665,0.018,12776.0,2777.5,22220.0,13332.0,8.0,48.606,0.09,-1437.785,41444.053,11811.555,-1249.9,0.285,3729.965,0.009,-1923.08,2355766.701,18846.135,-769.23,0.008,21201.899,0.004,-1400.0,21111110.795,37999.999,-20400.0,0.002,73888.89,0.93,1702.4,2194.983,6475.2,113.6,2.95,2041.334
2020-10-13,0.23,-1135.85,3225.807,5000.0,-1134.315,1.55,741.936,0.111,-0.4,15936.224,6374.49,-1374.89,0.4,1772.108,4.4,-2437.76,733.49,4606.32,228.48,6.28,3227.358,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3751.682,19.143,164.2,303.943,5197.42,528.5,17.1,5818.451,5.55,-1830.6,2367.673,6155.95,-3108.45,2.6,13140.587,0.595,-4149.92,8723.272,5757.36,-5589.92,0.66,5190.347,1.86,-645.1,1275.117,6003.25,-492.1,4.708,2371.717,1.15,-3547.3,1369.829,1999.95,-308.45,1.46,1575.303,2.39,-2222.3,14197.133,4259.14,-1388.85,0.3,33931.149,0.017,12776.0,2777.5,22220.0,13332.0,8.0,47.495,0.09,-1437.785,41444.053,11811.555,-1249.9,0.285,3729.965,0.009,-1923.08,2355766.701,18846.135,-769.23,0.008,21201.899,0.002,-1400.0,21111110.795,37999.999,-20400.0,0.002,52777.776,0.91,1702.4,2194.983,6475.2,113.6,2.95,1997.435
2020-10-14,0.23,-1135.85,3225.807,5000.0,-1134.315,1.55,741.936,0.278,-0.4,15936.224,6374.49,-1374.89,0.4,4430.27,4.47,-2437.76,733.49,4606.32,228.48,6.28,3278.702,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3751.682,19.211,164.2,303.943,5197.42,528.5,17.1,5838.938,5.32,-1830.6,2367.673,6155.95,-3108.45,2.6,12596.022,0.739,-4149.92,8723.272,5757.36,-5589.92,0.66,6446.498,1.86,-645.1,1275.117,6003.25,-492.1,4.708,2371.717,1.16,-3547.3,1369.829,1999.95,-308.45,1.46,1589.001,2.3,-2222.3,14197.133,4259.14,-1388.85,0.3,32653.405,0.017,12776.0,2777.5,22220.0,13332.0,8.0,46.94,0.095,-1437.785,41444.053,11811.555,-1249.9,0.285,3937.185,0.008,-1923.08,2355766.701,18846.135,-769.23,0.008,18846.135,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,63333.333,1.0,1702.4,2194.983,6475.2,113.6,2.95,2194.983
2020-10-15,0.23,-1135.85,3225.807,5000.0,-1134.315,1.55,741.936,0.278,-0.4,15936.224,6374.49,-1374.89,0.4,4430.27,4.53,-2437.76,733.49,4606.32,228.48,6.28,3322.712,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3612.731,19.278,164.2,303.943,5197.42,528.5,17.1,5859.426,5.25,-1830.6,2367.673,6155.95,-3108.45,2.6,12430.285,0.81,-4149.92,8723.272,5757.36,-5589.92,0.66,7065.85,1.8,-645.1,1275.117,6003.25,-492.1,4.708,2295.21,1.18,-3547.3,1369.829,1999.95,-308.45,1.46,1616.398,2.58,-2222.3,14197.133,4259.14,-1388.85,0.3,36628.602,0.017,12776.0,2777.5,22220.0,13332.0,8.0,47.634,0.095,-1437.785,41444.053,11811.555,-1249.9,0.285,3937.185,0.008,-1923.08,2355766.701,18846.135,-769.23,0.008,18846.135,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,65444.445,1.0,1702.4,2194.983,6475.2,113.6,2.95,2194.983
2020-10-16,0.05,-1135.85,3225.807,5000.0,-1134.315,1.55,161.29,0.254,-0.4,15936.224,6374.49,-1374.89,0.4,4047.801,4.66,-2437.76,733.49,4606.32,228.48,6.28,3418.065,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3543.255,19.201,164.2,303.943,5197.42,528.5,17.1,5836.012,5.35,-1830.6,2367.673,6155.95,-3108.45,2.6,12667.052,0.787,-4149.92,8723.272,5757.36,-5589.92,0.66,6865.215,1.79,-645.1,1275.117,6003.25,-492.1,4.708,2282.459,1.21,-3547.3,1369.829,1999.95,-308.45,1.46,1657.493,2.38,-2222.3,14197.133,4259.14,-1388.85,0.3,33789.178,0.016,12776.0,2777.5,22220.0,13332.0,8.0,45.829,0.1,-1437.785,41444.053,11811.555,-1249.9,0.285,4144.405,0.009,-1923.08,2355766.701,18846.135,-769.23,0.008,21201.899,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,59111.108,1.0,1702.4,2194.983,6475.2,113.6,2.95,2194.983
2020-10-19,0.33,-1135.85,3225.807,5000.0,-1134.315,1.55,1064.516,0.201,-0.4,15936.224,6374.49,-1374.89,0.4,3203.181,4.74,-2437.76,733.49,4606.32,228.48,6.28,3476.744,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3473.779,18.874,164.2,303.943,5197.42,528.5,17.1,5736.501,5.16,-1830.6,2367.673,6155.95,-3108.45,2.6,12217.194,1.41,-4149.92,8723.272,5757.36,-5589.92,0.66,12299.813,1.8,-645.1,1275.117,6003.25,-492.1,4.708,2295.21,1.22,-3547.3,1369.829,1999.95,-308.45,1.46,1671.191,2.44,-2222.3,14197.133,4259.14,-1388.85,0.3,34641.005,0.014,12776.0,2777.5,22220.0,13332.0,8.0,38.885,0.1,-1437.785,41444.053,11811.555,-1249.9,0.285,4144.405,0.006,-1923.08,2355766.701,18846.135,-769.23,0.008,14134.6,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,54888.888,1.1,1702.4,2194.983,6475.2,113.6,2.95,2414.481
2020-10-20,0.33,-1135.85,3225.807,5000.0,-1134.315,1.55,1064.516,0.201,-0.4,15936.224,6374.49,-1374.89,0.4,3203.181,4.53,-2437.76,733.49,4606.32,228.48,6.28,3322.712,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3682.206,19.374,164.2,303.943,5197.42,528.5,17.1,5888.694,5.2,-1830.6,2367.673,6155.95,-3108.45,2.6,12311.9,1.13,-4149.92,8723.272,5757.36,-5589.92,0.66,9857.297,1.82,-645.1,1275.117,6003.25,-492.1,4.708,2320.713,1.21,-3547.3,1369.829,1999.95,-308.45,1.46,1657.493,2.38,-2222.3,14197.133,4259.14,-1388.85,0.3,33789.178,0.01,12776.0,2777.5,22220.0,13332.0,8.0,27.22,0.1,-1437.785,41444.053,11811.555,-1249.9,0.285,4144.405,0.01,-1923.08,2355766.701,18846.135,-769.23,0.008,23557.666,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,61222.221,1.15,1702.4,2194.983,6475.2,113.6,2.95,2524.23
2020-10-21,0.33,-1135.85,3225.807,5000.0,-1134.315,1.55,1064.516,0.201,-0.4,15936.224,6374.49,-1374.89,0.4,3203.181,4.36,-2437.76,733.49,4606.32,228.48,6.28,3198.018,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3612.731,19.278,164.2,303.943,5197.42,528.5,17.1,5859.426,5.18,-1830.6,2367.673,6155.95,-3108.45,2.6,12264.547,1.1,-4149.92,8723.272,5757.36,-5589.92,0.66,9595.599,1.83,-645.1,1275.117,6003.25,-492.1,4.708,2333.464,1.18,-3547.3,1369.829,1999.95,-308.45,1.46,1616.398,2.29,-2222.3,14197.133,4259.14,-1388.85,0.3,32511.434,0.007,12776.0,2777.5,22220.0,13332.0,8.0,20.831,0.098,-1437.785,41444.053,11811.555,-1249.9,0.285,4061.517,0.009,-1923.08,2355766.701,18846.135,-769.23,0.008,21201.899,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,61222.221,1.0,1702.4,2194.983,6475.2,113.6,2.95,2194.983
2020-10-22,0.33,-1135.85,3225.807,5000.0,-1134.315,1.55,1064.516,0.2,-0.4,15936.224,6374.49,-1374.89,0.4,3187.245,4.36,-2437.76,733.49,4606.32,228.48,6.28,3198.018,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3751.682,19.567,164.2,303.943,5197.42,528.5,17.1,5947.229,5.16,-1830.6,2367.673,6155.95,-3108.45,2.6,12217.194,1.21,-4149.92,8723.272,5757.36,-5589.92,0.66,10555.159,1.79,-645.1,1275.117,6003.25,-492.1,4.708,2282.459,1.13,-3547.3,1369.829,1999.95,-308.45,1.46,1547.906,2.24,-2222.3,14197.133,4259.14,-1388.85,0.3,31801.578,0.008,12776.0,2777.5,22220.0,13332.0,8.0,21.387,0.098,-1437.785,41444.053,11811.555,-1249.9,0.285,4061.517,0.009,-1923.08,2355766.701,18846.135,-769.23,0.008,21201.899,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,63333.333,0.8,1702.4,2194.983,6475.2,113.6,2.95,1755.986
2020-10-23,0.33,-1135.85,3225.807,5000.0,-1134.315,1.55,1064.516,0.16,-0.4,15936.224,6374.49,-1374.89,0.4,2549.796,4.38,-2437.76,733.49,4606.32,228.48,6.28,3212.688,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3890.633,19.586,164.2,303.943,5197.42,528.5,17.1,5953.083,5.07,-1830.6,2367.673,6155.95,-3108.45,2.6,12004.104,1.16,-4149.92,8723.272,5757.36,-5589.92,0.66,10118.995,1.88,-645.1,1275.117,6003.25,-492.1,4.708,2397.219,1.14,-3547.3,1369.829,1999.95,-308.45,1.46,1561.605,2.31,-2222.3,14197.133,4259.14,-1388.85,0.3,32795.376,0.007,12776.0,2777.5,22220.0,13332.0,8.0,20.831,0.05,-1437.785,41444.053,11811.555,-1249.9,0.285,2072.203,0.013,-1923.08,2355766.701,18846.135,-769.23,0.008,30624.968,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,59111.108,1.0,1702.4,2194.983,6475.2,113.6,2.95,2194.983
2020-10-26,0.33,-1135.85,3225.807,5000.0,-1134.315,1.55,1064.516,0.171,-0.4,15936.224,6374.49,-1374.89,0.4,2718.72,4.31,-2437.76,733.49,4606.32,228.48,6.28,3161.344,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3612.731,19.336,164.2,303.943,5197.42,528.5,17.1,5876.987,5.0,-1830.6,2367.673,6155.95,-3108.45,2.6,11838.366,1.12,-4149.92,8723.272,5757.36,-5589.92,0.66,9770.065,1.8,-645.1,1275.117,6003.25,-492.1,4.708,2295.21,1.13,-3547.3,1369.829,1999.95,-308.45,1.46,1547.906,2.2,-2222.3,14197.133,4259.14,-1388.85,0.3,31233.693,0.007,12776.0,2777.5,22220.0,13332.0,8.0,20.831,0.051,-1437.785,41444.053,11811.555,-1249.9,0.285,2113.647,0.009,-1923.08,2355766.701,18846.135,-769.23,0.008,21201.899,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,54888.888,1.0,1702.4,2194.983,6475.2,113.6,2.95,2194.983
2020-10-27,0.33,-1135.85,3225.807,5000.0,-1134.315,1.55,1064.516,0.171,-0.4,15936.224,6374.49,-1374.89,0.4,2718.72,4.15,-2437.76,733.49,4606.32,228.48,6.28,3043.985,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3612.731,19.028,164.2,303.943,5197.42,528.5,17.1,5783.329,4.95,-1830.6,2367.673,6155.95,-3108.45,2.6,11719.982,1.14,-4149.92,8723.272,5757.36,-5589.92,0.66,9944.53,1.77,-645.1,1275.117,6003.25,-492.1,4.708,2256.957,1.1,-3547.3,1369.829,1999.95,-308.45,1.46,1506.812,2.18,-2222.3,14197.133,4259.14,-1388.85,0.3,30949.751,0.007,12776.0,2777.5,22220.0,13332.0,8.0,19.443,0.051,-1437.785,41444.053,11811.555,-1249.9,0.285,2115.719,0.018,-1923.08,2355766.701,18846.135,-769.23,0.008,42403.799,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,61222.221,1.14,1702.4,2194.983,6475.2,113.6,2.95,2502.281
2020-10-28,0.33,-1135.85,3225.807,5000.0,-1134.315,1.55,1064.516,0.245,-0.4,15936.224,6374.49,-1374.89,0.4,3904.375,4.13,-2437.76,733.49,4606.32,228.48,6.28,3029.316,0.003,1943.739,1389511.739,15437.476,693.749,0.011,4029.584,19.076,164.2,303.943,5197.42,528.5,17.1,5797.963,5.0,-1830.6,2367.673,6155.95,-3108.45,2.6,11838.366,1.1,-4149.92,8723.272,5757.36,-5589.92,0.66,9595.599,1.73,-645.1,1275.117,6003.25,-492.1,4.708,2205.952,1.1,-3547.3,1369.829,1999.95,-308.45,1.46,1506.812,2.05,-2222.3,14197.133,4259.14,-1388.85,0.3,29104.122,0.007,12776.0,2777.5,22220.0,13332.0,8.0,19.165,0.06,-1437.785,41444.053,11811.555,-1249.9,0.285,2486.643,0.016,-1923.08,2355766.701,18846.135,-769.23,0.008,37692.269,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,63333.333,1.0,1702.4,2194.983,6475.2,113.6,2.95,2194.983
2020-10-29,0.33,-1135.85,3225.807,5000.0,-1134.315,1.55,1064.516,0.245,-0.4,15936.224,6374.49,-1374.89,0.4,3904.375,4.21,-2437.76,733.49,4606.32,228.48,6.28,3087.995,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3751.682,19.037,164.2,303.943,5197.42,528.5,17.1,5786.256,5.0,-1830.6,2367.673,6155.95,-3108.45,2.6,11838.366,1.1,-4149.92,8723.272,5757.36,-5589.92,0.66,9595.599,1.75,-645.1,1275.117,6003.25,-492.1,4.708,2231.454,1.09,-3547.3,1369.829,1999.95,-308.45,1.46,1493.113,2.09,-2222.3,14197.133,4259.14,-1388.85,0.3,29672.007,0.008,12776.0,2777.5,22220.0,13332.0,8.0,21.526,0.06,-1437.785,41444.053,11811.555,-1249.9,0.285,2486.643,0.013,-1923.08,2355766.701,18846.135,-769.23,0.008,30624.968,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,59111.108,1.1,1702.4,2194.983,6475.2,113.6,2.95,2414.481
2020-10-30,0.33,-1135.85,3225.807,5000.0,-1134.315,1.55,1064.516,0.245,-0.4,15936.224,6374.49,-1374.89,0.4,3904.375,4.28,-2437.76,733.49,4606.32,228.48,6.28,3139.339,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3751.682,18.835,164.2,303.943,5197.42,528.5,17.1,5724.793,4.9,-1830.6,2367.673,6155.95,-3108.45,2.6,11601.599,1.03,-4149.92,8723.272,5757.36,-5589.92,0.66,8984.97,1.67,-645.1,1275.117,6003.25,-492.1,4.708,2129.445,1.06,-3547.3,1369.829,1999.95,-308.45,1.46,1452.018,1.98,-2222.3,14197.133,4259.14,-1388.85,0.3,28110.324,0.007,12776.0,2777.5,22220.0,13332.0,8.0,18.609,0.065,-1437.785,41444.053,11811.555,-1249.9,0.285,2693.863,0.011,-1923.08,2355766.701,18846.135,-769.23,0.008,25913.434,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,57000.001,1.05,1702.4,2194.983,6475.2,113.6,2.95,2304.732
2020-11-02,0.33,-1135.85,3225.807,5000.0,-1134.315,1.55,1064.516,0.245,-0.4,15936.224,6374.49,-1374.89,0.4,3904.375,4.43,-2437.76,733.49,4606.32,228.48,6.28,3249.362,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3821.157,18.643,164.2,303.943,5197.42,528.5,17.1,5666.258,4.95,-1830.6,2367.673,6155.95,-3108.45,2.6,11719.982,1.09,-4149.92,8723.272,5757.36,-5589.92,0.66,9508.367,1.65,-645.1,1275.117,6003.25,-492.1,4.708,2103.943,1.1,-3547.3,1369.829,1999.95,-308.45,1.46,1506.812,2.03,-2222.3,14197.133,4259.14,-1388.85,0.3,28820.18,0.007,12776.0,2777.5,22220.0,13332.0,8.0,20.276,0.065,-1437.785,41444.053,11811.555,-1249.9,0.285,2693.863,0.011,-1923.08,2355766.701,18846.135,-769.23,0.008,25913.434,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,59111.108,0.9,1702.4,2194.983,6475.2,113.6,2.95,1975.485
2020-11-03,0.33,-1135.85,3225.807,5000.0,-1134.315,1.55,1064.516,0.245,-0.4,15936.224,6374.49,-1374.89,0.4,3904.375,4.51,-2437.76,733.49,4606.32,228.48,6.28,3308.042,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3960.109,19.268,164.2,303.943,5197.42,528.5,17.1,5856.499,4.87,-1830.6,2367.673,6155.95,-3108.45,2.6,11530.568,1.03,-4149.92,8723.272,5757.36,-5589.92,0.66,8984.97,1.74,-645.1,1275.117,6003.25,-492.1,4.708,2218.703,1.1,-3547.3,1369.829,1999.95,-308.45,1.46,1506.812,2.12,-2222.3,14197.133,4259.14,-1388.85,0.3,30097.92,0.007,12776.0,2777.5,22220.0,13332.0,8.0,19.72,0.07,-1437.785,41444.053,11811.555,-1249.9,0.285,2901.084,0.012,-1923.08,2355766.701,18846.135,-769.23,0.008,28269.201,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,61222.221,0.9,1702.4,2194.983,6475.2,113.6,2.95,1975.485
2020-11-04,0.33,-1135.85,3225.807,5000.0,-1134.315,1.55,1064.516,0.245,-0.4,15936.224,6374.49,-1374.89,0.4,3904.375,4.52,-2437.76,733.49,4606.32,228.48,6.28,3315.377,0.003,1943.739,1389511.739,15437.476,693.749,0.011,4029.584,18.903,164.2,303.943,5197.42,528.5,17.1,5745.281,4.85,-1830.6,2367.673,6155.95,-3108.45,2.6,11483.215,0.99,-4149.92,8723.272,5757.36,-5589.92,0.66,8636.039,1.72,-645.1,1275.117,6003.25,-492.1,4.708,2193.201,1.09,-3547.3,1369.829,1999.95,-308.45,1.46,1493.113,2.06,-2222.3,14197.133,4259.14,-1388.85,0.3,29246.093,0.007,12776.0,2777.5,22220.0,13332.0,8.0,18.609,0.051,-1437.785,41444.053,11811.555,-1249.9,0.285,2113.647,0.009,-1923.08,2355766.701,18846.135,-769.23,0.008,21201.899,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,61222.221,0.9,1702.4,2194.983,6475.2,113.6,2.95,1975.485
2020-11-05,0.33,-1135.85,3225.807,5000.0,-1134.315,1.55,1064.516,0.198,-0.4,15936.224,6374.49,-1374.89,0.4,3155.372,4.57,-2437.76,733.49,4606.32,228.48,6.28,3352.051,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3821.157,19.076,164.2,303.943,5197.42,528.5,17.1,5797.963,5.09,-1830.6,2367.673,6155.95,-3108.45,2.6,12051.457,1.0,-4149.92,8723.272,5757.36,-5589.92,0.66,8723.272,1.83,-645.1,1275.117,6003.25,-492.1,4.708,2333.464,1.09,-3547.3,1369.829,1999.95,-308.45,1.46,1493.113,2.17,-2222.3,14197.133,4259.14,-1388.85,0.3,30807.78,0.007,12776.0,2777.5,22220.0,13332.0,8.0,19.443,0.051,-1437.785,41444.053,11811.555,-1249.9,0.285,2113.647,0.01,-1923.08,2355766.701,18846.135,-769.23,0.008,23557.666,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,59111.108,0.9,1702.4,2194.983,6475.2,113.6,2.95,1975.485
2020-11-06,0.33,-1135.85,3225.807,5000.0,-1134.315,1.55,1064.516,0.233,-0.4,15936.224,6374.49,-1374.89,0.4,3713.14,4.54,-2437.76,733.49,4606.32,228.48,6.28,3330.046,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3821.157,18.835,164.2,303.943,5197.42,528.5,17.1,5724.793,5.04,-1830.6,2367.673,6155.95,-3108.45,2.6,11933.073,1.04,-4149.92,8723.272,5757.36,-5589.92,0.66,9072.203,1.84,-645.1,1275.117,6003.25,-492.1,4.708,2346.215,1.09,-3547.3,1369.829,1999.95,-308.45,1.46,1493.113,2.31,-2222.3,14197.133,4259.14,-1388.85,0.3,32795.376,0.007,12776.0,2777.5,22220.0,13332.0,8.0,19.443,0.051,-1437.785,41444.053,11811.555,-1249.9,0.285,2113.647,0.015,-1923.08,2355766.701,18846.135,-769.23,0.008,35336.5,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,59111.108,1.09,1702.4,2194.983,6475.2,113.6,2.95,2392.531
2020-11-09,0.33,-1135.85,3225.807,5000.0,-1134.315,1.55,1064.516,0.13,-0.4,15936.224,6374.49,-1374.89,0.4,2071.709,4.41,-2437.76,733.49,4606.32,228.48,6.28,3234.693,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3751.682,18.874,164.2,303.943,5197.42,528.5,17.1,5736.501,4.9,-1830.6,2367.673,6155.95,-3108.45,2.6,11601.599,1.08,-4149.92,8723.272,5757.36,-5589.92,0.66,9421.134,1.78,-645.1,1275.117,6003.25,-492.1,4.708,2269.708,1.09,-3547.3,1369.829,1999.95,-308.45,1.46,1493.113,2.3,-2222.3,14197.133,4259.14,-1388.85,0.3,32653.405,0.007,12776.0,2777.5,22220.0,13332.0,8.0,18.054,0.051,-1437.785,41444.053,11811.555,-1249.9,0.285,2113.647,0.012,-1923.08,2355766.701,18846.135,-769.23,0.008,28269.201,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,59111.108,1.0,1702.4,2194.983,6475.2,113.6,2.95,2194.983
2020-11-10,0.33,-1135.85,3225.807,5000.0,-1134.315,1.55,1064.516,0.13,-0.4,15936.224,6374.49,-1374.89,0.4,2071.709,4.56,-2437.76,733.49,4606.32,228.48,6.28,3344.716,0.003,1943.739,1389511.739,15437.476,693.749,0.011,3612.731,18.44,164.2,303.943,5197.42,528.5,17.1,5604.796,4.86,-1830.6,2367.673,6155.95,-3108.45,2.6,11506.892,1.06,-4149.92,8723.272,5757.36,-5589.92,0.66,9246.668,1.74,-645.1,1275.117,6003.25,-492.1,4.708,2218.703,1.08,-3547.3,1369.829,1999.95,-308.45,1.46,1479.415,2.34,-2222.3,14197.133,4259.14,-1388.85,0.3,33221.29,0.005,12776.0,2777.5,22220.0,13332.0,8.0,12.638,0.051,-1437.785,41444.053,11811.555,-1249.9,0.285,2113.647,0.01,-1923.08,2355766.701,18846.135,-769.23,0.008,23557.666,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,61222.221,1.05,1702.4,2194.983,6475.2,113.6,2.95,2304.732
2020-11-11,0.33,-1135.85,3225.807,5000.0,-1134.315,1.55,1064.516,0.198,-0.4,15936.224,6374.49,-1374.89,0.4,3155.372,5.15,-2437.76,733.49,4606.32,228.48,6.28,3777.476,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3334.828,19.066,164.2,303.943,5197.42,528.5,17.1,5795.036,5.0,-1830.6,2367.673,6155.95,-3108.45,2.6,11838.366,1.06,-4149.92,8723.272,5757.36,-5589.92,0.66,9246.668,1.699,-645.1,1275.117,6003.25,-492.1,4.708,2166.423,1.08,-3547.3,1369.829,1999.95,-308.45,1.46,1479.415,2.42,-2222.3,14197.133,4259.14,-1388.85,0.3,34357.063,0.004,12776.0,2777.5,22220.0,13332.0,8.0,9.721,0.051,-1437.785,41444.053,11811.555,-1249.9,0.285,2113.647,0.01,-1923.08,2355766.701,18846.135,-769.23,0.008,23557.666,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,57000.001,1.05,1702.4,2194.983,6475.2,113.6,2.95,2304.732
2020-11-12,0.33,-1135.85,3225.807,5000.0,-1134.315,1.55,1064.516,0.13,-0.4,15936.224,6374.49,-1374.89,0.4,2071.709,4.89,-2437.76,733.49,4606.32,228.48,6.28,3586.768,0.002,1943.739,1389511.739,15437.476,693.749,0.011,3473.779,19.057,164.2,303.943,5197.42,528.5,17.1,5792.11,4.78,-1830.6,2367.673,6155.95,-3108.45,2.6,11317.479,1.06,-4149.92,8723.272,5757.36,-5589.92,0.66,9246.668,1.74,-645.1,1275.117,6003.25,-492.1,4.708,2218.703,1.13,-3547.3,1369.829,1999.95,-308.45,1.46,1547.906,2.65,-2222.3,14197.133,4259.14,-1388.85,0.3,37622.404,0.004,12776.0,2777.5,22220.0,13332.0,8.0,10.555,0.05,-1437.785,41444.053,11811.555,-1249.9,0.285,2072.203,0.012,-1923.08,2355766.701,18846.135,-769.23,0.008,28269.201,0.003,-1400.0,21111110.795,37999.999,-20400.0,0.002,61222.221,1.05,1702.4,2194.983,6475.2,113.6,2.95,2304.732
